"locus_id","locus","locus_CHR","locus_BP","ENSGID","GENE","CHR","TSS","PoPS_score"
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96260595,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96265997,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266047,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266023,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266006,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96265977,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266010,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266019,0.0442263550145508
"rs2579547","chr2:96093689",2,96093689,"ENSG00000135956","TMEM127",2,96266005,0.0442263550145508
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111732497,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859180,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859265,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859291,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859750,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859760,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111859796,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111883963,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111884718,0.119157715918303
"rs1282945","chr3:111916272",3,111916272,"ENSG00000144824","PHLDB2",3,111911610,0.119157715918303
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134795260,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134795262,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134795292,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134795632,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134796141,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134823848,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134852506,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,135067532,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,135132792,0.197646585175022
"rs17694541","chr3:134684207",3,134684207,"ENSG00000154928","EPHB1",3,134795403,0.197646585175022
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402576,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402584,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402620,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402621,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402625,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402648,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14432670,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14472242,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14402606,0.084514442093408
"rs62231957","chr3:14256355",3,14256355,"ENSG00000131389","SLC6A6",3,14416367,0.084514442093408
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158105855,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158107789,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110052,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110068,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110073,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110075,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110077,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110089,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110106,0.0778074553543192
"rs4875","chr3:158602808",3,158602808,"ENSG00000174891","RSRC1",3,158110107,0.0778074553543192
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53328963,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53494611,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53494674,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53495159,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53495167,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53495194,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53666363,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53666378,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53673061,0.216154236093869
"rs534958","chr3:53458929",3,53458929,"ENSG00000157388","CACNA1D",3,53702777,0.216154236093869
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73400965,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73624941,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73474632,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73561618,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73433904,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73569461,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73388146,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73402503,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73401082,0.130286659318649
"rs11711610","chr3:73524206",3,73524206,"ENSG00000121440","PDZRN3",3,73404563,0.130286659318649
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501330,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501331,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501359,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501405,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501611,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501631,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501743,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501898,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102501977,0.0798324652084925
"rs4235408","chr4:102955903",4,102955903,"ENSG00000109320","NFKB1",4,102503375,0.0798324652084925
"rs2292804","chr4:16035461",4,16035461,"ENSG00000169744","LDB2",4,16507227,0.203630597411004
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15655357,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15644649,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15655341,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15655382,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15655295,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15644678,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15659867,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15659864,0.0614273583075447
"rs2292804","chr4:16035461",4,16035461,"ENSG00000118564","FBXL5",4,15681567,0.0614273583075447
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132963634,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132963618,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132901082,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132934231,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132934238,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132927562,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132963514,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132963513,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132937740,0.141828004330826
"rs72801474","chr5:133108436",5,133108436,"ENSG00000072364","AFF4",5,132963529,0.141828004330826
"rs4835728","chr5:139419052",5,139419052,"ENSG00000158458","NRG2",5,139904478,0.144165051656557
"rs4835728","chr5:139419052",5,139419052,"ENSG00000158458","NRG2",5,139871803,0.144165051656557
"rs4835728","chr5:139419052",5,139419052,"ENSG00000158458","NRG2",5,139904310,0.144165051656557
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139795808,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139821890,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139795815,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139795811,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139808284,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000146005","PSD2",5,139796025,0.136074486191423
"rs4835728","chr5:139419052",5,139419052,"ENSG00000044115","CTNNA1",5,138924530,0.107456621591325
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170659,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170630,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170635,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170714,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170640,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000145817","YIPF5",5,144170656,0.0526401262724004
"rs12521291","chr5:144127860",5,144127860,"ENSG00000183775","KCTD16",5,144170873,-0.054309668994961
"rs12521291","chr5:144127860",5,144127860,"ENSG00000183775","KCTD16",5,144205277,-0.054309668994961
"rs12521291","chr5:144127860",5,144127860,"ENSG00000158497","HMHB1",5,143812147,-0.064792467822715
"rs12521291","chr5:144127860",5,144127860,"ENSG00000158497","HMHB1",5,143812161,-0.064792467822715
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121435595,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121435646,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121437382,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121437499,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121438573,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121435577,-0.0301746451583139
"rs1320759","chr6:121850314",6,121850314,"ENSG00000152661","GJA1",6,121435637,-0.0301746451583139
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626842,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626874,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626875,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626876,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626886,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626893,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626915,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30626920,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30628400,0.104918592224616
"rs149405105","chr6:31008572",6,31008572,"ENSG00000137343","ATAT1",6,30641822,0.104918592224616
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36757381,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36839444,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36757409,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36839377,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36757389,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000124772","CPNE5",6,36757400,0.101531506300791
"rs730506","chr6:36678191",6,36678191,"ENSG00000112079","STK38",6,36542035,0.0921162753862796
"rs730506","chr6:36678191",6,36678191,"ENSG00000112079","STK38",6,36547479,0.0921162753862796
"rs730506","chr6:36678191",6,36678191,"ENSG00000112079","STK38",6,36547516,0.0921162753862796
"rs730506","chr6:36678191",6,36678191,"ENSG00000112079","STK38",6,36547475,0.0921162753862796
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90296843,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90296742,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90206689,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90296747,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90218245,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90219750,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90296923,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90296814,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000112182","BACH2",6,90278276,0.140691904031445
"rs6902979","chr6:90614016",6,90614016,"ENSG00000135341","MAP3K7",6,90586883,0.0763297701218795
"rs13225723","chr7:106776021",7,106776021,"ENSG00000164597","COG5",7,107253247,0.14605237909879
"rs13225723","chr7:106776021",7,106776021,"ENSG00000164597","COG5",7,107258620,0.14605237909879
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107168961,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107168990,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169000,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169003,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169720,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169767,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169769,0.0969494023507592
"rs13225723","chr7:106776021",7,106776021,"ENSG00000105856","HBP1",7,107169773,0.0969494023507592
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225030,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225050,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225021,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225029,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225059,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225063,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225040,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000158467","AHCYL2",7,129225064,0.14587649098914
"rs34373805","chr7:128846309",7,128846309,"ENSG00000128602","SMO",7,129188633,0.122416838735902
"rs34373805","chr7:128846309",7,128846309,"ENSG00000128602","SMO",7,129188695,0.122416838735902
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11853479,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11853819,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868052,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868087,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868089,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868114,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868735,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868739,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11869448,0.148223952271605
"rs9329259","chr8:12034511",8,12034511,"ENSG00000164733","CTSB",8,11868137,0.148223952271605
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396434,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396447,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123416350,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396379,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396401,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123357621,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123369388,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123380914,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396470,0.0728950414397383
"rs58310472","chr8:123535827",8,123535827,"ENSG00000156802","ATAD2",8,123396416,0.0728950414397383
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124728473,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124728018,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124556572,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124565727,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124728273,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124568841,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124563427,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124568804,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124568538,0.256161833161594
"rs12541595","chr8:124845117",8,124845117,"ENSG00000170873","MTSS1",8,124557995,0.256161833161594
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840973,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840951,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840029,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143838074,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143837150,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143837132,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840213,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143838062,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840630,0.161318517226953
"rs11784619","chr8:143939607",8,143939607,"ENSG00000185189","NRBP2",8,143840863,0.161318517226953
